,session_id,ner_model,sentence_index,named_entity_type,entity
75,a8ff412b39cf,transformers,50,B-PER,Caldwell
76,a8ff412b39cf,spacy,51,PERSON,Jason Smith
77,a8ff412b39cf,transformers,51,B-PER,Jason
78,a8ff412b39cf,transformers,51,I-PER,Smith
79,a8ff412b39cf,spacy,56,PERSON,Jason Smith
80,a8ff412b39cf,transformers,56,B-PER,Jason
81,a8ff412b39cf,transformers,56,I-PER,Smith
82,a8ff412b39cf,spacy,57,GPE,King County
83,a8ff412b39cf,transformers,57,B-ORG,King
84,a8ff412b39cf,transformers,57,I-ORG,County
85,a8ff412b39cf,transformers,57,B-ORG,Ju
86,a8ff412b39cf,transformers,57,I-ORG,##ven
87,a8ff412b39cf,transformers,57,I-ORG,##ile
88,a8ff412b39cf,transformers,57,I-ORG,Det
89,a8ff412b39cf,transformers,57,I-ORG,##ent
90,a8ff412b39cf,transformers,57,I-ORG,##ion
91,a8ff412b39cf,transformers,57,I-ORG,Guild
92,a8ff412b39cf,spacy,58,PERSON,Allen Nance
93,a8ff412b39cf,spacy,58,FAC,Detention Center
94,a8ff412b39cf,spacy,58,DATE,the last three years
95,a8ff412b39cf,transformers,58,B-PER,Allen
96,a8ff412b39cf,transformers,58,I-PER,Nan
97,a8ff412b39cf,transformers,58,I-PER,##ce
98,a8ff412b39cf,transformers,58,B-ORG,Det
99,a8ff412b39cf,transformers,58,I-ORG,##ent
100,a8ff412b39cf,transformers,58,I-ORG,##ion
101,a8ff412b39cf,transformers,58,I-ORG,Center
102,a8ff412b39cf,spacy,61,CARDINAL,almost 3
103,a8ff412b39cf,spacy,61,CARDINAL,11
104,a8ff412b39cf,spacy,61,DATE,last year
105,a8ff412b39cf,spacy,61,CARDINAL,22
106,a8ff412b39cf,spacy,62,ORG,Community
107,a8ff412b39cf,transformers,62,B-ORG,Community
108,a8ff412b39cf,spacy,67,DATE,about five years
109,a8ff412b39cf,spacy,68,DATE,22 years
110,a8ff412b39cf,transformers,70,B-ORG,Ju
111,a8ff412b39cf,transformers,70,I-ORG,##ile
112,a8ff412b39cf,transformers,70,I-ORG,Det
113,a8ff412b39cf,transformers,70,I-ORG,##ent
114,a8ff412b39cf,transformers,70,I-ORG,##ion
115,a8ff412b39cf,spacy,74,PERSON,Alex Zimmerman
116,a8ff412b39cf,transformers,74,B-PER,Alex
117,a8ff412b39cf,transformers,74,I-PER,Z
118,a8ff412b39cf,transformers,74,I-PER,##immer
119,a8ff412b39cf,transformers,74,I-PER,##man
120,a8ff412b39cf,spacy,76,PERSON,Zia Kyle
121,a8ff412b39cf,transformers,76,B-PER,Z
122,a8ff412b39cf,transformers,76,B-PER,##ia
123,a8ff412b39cf,transformers,76,I-PER,Kyle
124,a8ff412b39cf,spacy,77,NORP,Nazi
125,a8ff412b39cf,transformers,77,B-MISC,Nazi
126,a8ff412b39cf,spacy,79,PERSON,Alexander Merman
127,a8ff412b39cf,spacy,79,CARDINAL,seven
128,a8ff412b39cf,transformers,79,B-PER,Alexander
129,a8ff412b39cf,transformers,79,I-PER,Me
130,a8ff412b39cf,transformers,79,I-PER,##rman
131,a8ff412b39cf,spacy,81,DATE,year ago
132,a8ff412b39cf,spacy,81,NORP,Democrat
133,a8ff412b39cf,spacy,81,ORG,Mafia
134,a8ff412b39cf,transformers,81,B-MISC,Democrat
135,a8ff412b39cf,spacy,83,CARDINAL,thousand
136,a8ff412b39cf,spacy,85,WORK_OF_ART,The Revolt French Arab
137,a8ff412b39cf,spacy,85,NORP,Russian
138,a8ff412b39cf,transformers,85,B-MISC,Rev
139,a8ff412b39cf,transformers,85,B-MISC,French
140,a8ff412b39cf,transformers,85,I-MISC,Arab
141,a8ff412b39cf,transformers,85,B-MISC,Russian
142,a8ff412b39cf,transformers,85,I-MISC,Rev
143,a8ff412b39cf,spacy,86,CARDINAL,one
144,a8ff412b39cf,spacy,86,GPE,America
145,a8ff412b39cf,transformers,86,B-LOC,America
146,a8ff412b39cf,spacy,87,ORG,Trump
147,a8ff412b39cf,transformers,87,B-PER,Trump
148,a8ff412b39cf,spacy,88,DATE,"4,000 year"
149,a8ff412b39cf,spacy,89,CARDINAL,thousand
150,a8ff412b39cf,transformers,89,B-PER,God
151,a8ff412b39cf,spacy,91,CARDINAL,One
152,a8ff412b39cf,spacy,91,DATE,last two year
153,a8ff412b39cf,spacy,91,MONEY,a billion and billion dollars
154,a8ff412b39cf,spacy,93,NORP,Democrat
155,a8ff412b39cf,transformers,93,B-MISC,Democrat
156,a8ff412b39cf,spacy,97,CARDINAL,only one
157,a8ff412b39cf,spacy,97,GPE,America
158,a8ff412b39cf,spacy,97,PERSON,Trump
159,a8ff412b39cf,spacy,97,CARDINAL,only one
160,a8ff412b39cf,spacy,97,CARDINAL,all 300 million
161,a8ff412b39cf,transformers,97,B-LOC,America
162,a8ff412b39cf,transformers,97,B-PER,Trump
163,a8ff412b39cf,spacy,98,GPE,America
164,a8ff412b39cf,transformers,98,B-LOC,America
165,a8ff412b39cf,spacy,100,GPE,America
166,a8ff412b39cf,transformers,100,B-LOC,America
167,a8ff412b39cf,spacy,101,ORG,Chamber
168,a8ff412b39cf,spacy,101,NORP,Democrat
169,a8ff412b39cf,spacy,101,NORP,Nazi
170,a8ff412b39cf,spacy,101,ORG,Mafia
171,a8ff412b39cf,spacy,101,CARDINAL,thousand and thousand
172,a8ff412b39cf,transformers,101,B-ORG,Chamber
173,a8ff412b39cf,transformers,101,B-MISC,Democrat
174,a8ff412b39cf,transformers,101,B-MISC,Nazi
175,a8ff412b39cf,spacy,107,GPE,Jericho
176,a8ff412b39cf,transformers,107,B-PER,Jericho
177,a8ff412b39cf,spacy,109,ORDINAL,first
178,a8ff412b39cf,spacy,109,DATE,today
179,a8ff412b39cf,spacy,110,PERSON,Allen Nance
180,a8ff412b39cf,transformers,110,B-PER,Allen
181,a8ff412b39cf,transformers,110,I-PER,Nan
182,a8ff412b39cf,transformers,110,I-PER,##ce
183,a8ff412b39cf,spacy,111,PERSON,Nance
184,a8ff412b39cf,spacy,111,PERSON,Da JD's
185,a8ff412b39cf,spacy,111,DATE,November 2019
186,a8ff412b39cf,transformers,111,B-PER,Nan
187,a8ff412b39cf,transformers,111,B-ORG,Da
188,a8ff412b39cf,transformers,111,I-ORG,J
189,a8ff412b39cf,transformers,111,I-ORG,##D
190,a8ff412b39cf,spacy,112,PERSON,JD
191,a8ff412b39cf,transformers,112,B-ORG,D
192,a8ff412b39cf,transformers,112,I-ORG,a
193,a8ff412b39cf,transformers,112,I-ORG,##g
194,a8ff412b39cf,transformers,112,I-ORG,##de
195,a8ff412b39cf,transformers,112,I-ORG,J
196,a8ff412b39cf,transformers,112,I-ORG,##D
197,a8ff412b39cf,spacy,113,DATE,"June 25th, 2022"
198,a8ff412b39cf,spacy,114,ORG,Central
199,a8ff412b39cf,transformers,114,B-PER,Leah
200,a8ff412b39cf,transformers,114,B-PER,P
201,a8ff412b39cf,transformers,114,B-ORG,Central
202,a8ff412b39cf,spacy,115,PERSON,Dwight Dively
203,a8ff412b39cf,transformers,115,B-PER,Dwight
204,a8ff412b39cf,transformers,115,I-PER,Di
205,a8ff412b39cf,transformers,115,I-PER,##vel
206,a8ff412b39cf,transformers,115,I-PER,##y
207,a8ff412b39cf,transformers,116,B-PER,Nan
208,a8ff412b39cf,transformers,116,B-PER,##ce
209,a8ff412b39cf,transformers,116,B-PER,Leah
210,a8ff412b39cf,spacy,118,TIME,morning
211,a8ff412b39cf,spacy,118,PERSON,Leah
212,a8ff412b39cf,spacy,118,PERSON,crackles oppie
213,a8ff412b39cf,spacy,118,ORG,Council
214,a8ff412b39cf,transformers,118,B-PER,Leah
215,a8ff412b39cf,transformers,118,B-ORG,Council
216,a8ff412b39cf,spacy,119,CARDINAL,8
217,a8ff412b39cf,spacy,120,PERSON,Allen Nance
218,a8ff412b39cf,spacy,120,GPE,King County
219,a8ff412b39cf,transformers,120,B-PER,Allen
220,a8ff412b39cf,transformers,120,I-PER,Nan
221,a8ff412b39cf,transformers,120,I-PER,##ce
222,a8ff412b39cf,transformers,120,B-ORG,King
223,a8ff412b39cf,transformers,120,I-ORG,County
224,a8ff412b39cf,spacy,121,ORG,the County Council
225,a8ff412b39cf,transformers,121,B-ORG,County
226,a8ff412b39cf,transformers,121,I-ORG,Council
227,a8ff412b39cf,spacy,124,GPE,King County
228,a8ff412b39cf,spacy,124,DATE,the last two and a half years
229,a8ff412b39cf,transformers,124,B-LOC,King
230,a8ff412b39cf,transformers,124,I-LOC,County
231,a8ff412b39cf,spacy,125,PERSON,Nance
232,a8ff412b39cf,spacy,125,GPE,"King, County's"
233,a8ff412b39cf,spacy,125,CARDINAL,124
234,a8ff412b39cf,spacy,125,ORG,Detention Facility
235,a8ff412b39cf,spacy,125,ORG,Community Supervision
236,a8ff412b39cf,transformers,125,B-PER,Nan
237,a8ff412b39cf,transformers,125,B-ORG,King
238,a8ff412b39cf,transformers,125,I-ORG,","
239,a8ff412b39cf,transformers,125,I-ORG,County
240,a8ff412b39cf,transformers,125,B-ORG,Det
241,a8ff412b39cf,transformers,125,I-ORG,##ent
242,a8ff412b39cf,transformers,125,I-ORG,##ion
243,a8ff412b39cf,transformers,125,I-ORG,Facility
244,a8ff412b39cf,transformers,125,B-ORG,Community
245,a8ff412b39cf,transformers,125,I-ORG,Super
246,a8ff412b39cf,transformers,125,I-ORG,##vision
247,a8ff412b39cf,spacy,126,PERSON,Project Lead
248,a8ff412b39cf,spacy,126,ORG,the Juvenile Detention Facility
249,a8ff412b39cf,spacy,126,DATE,2025
250,a8ff412b39cf,transformers,126,B-PER,Nan
251,a8ff412b39cf,transformers,126,B-PER,##ce
252,a8ff412b39cf,transformers,126,B-MISC,Project
253,a8ff412b39cf,transformers,126,B-LOC,Ju
254,a8ff412b39cf,transformers,126,I-ORG,##ven
255,a8ff412b39cf,transformers,126,I-LOC,##ile
256,a8ff412b39cf,transformers,126,I-LOC,Det
257,a8ff412b39cf,transformers,126,I-LOC,##ent
258,a8ff412b39cf,transformers,126,I-LOC,##ion
259,a8ff412b39cf,transformers,126,I-LOC,Facility
260,a8ff412b39cf,spacy,127,PERSON,Rose
261,a8ff412b39cf,spacy,127,GPE,the City and County of San Francisco
262,a8ff412b39cf,transformers,127,B-PER,Has
263,a8ff412b39cf,transformers,127,B-PER,Rose
264,a8ff412b39cf,transformers,127,B-ORG,City
265,a8ff412b39cf,transformers,127,I-ORG,and
266,a8ff412b39cf,transformers,127,I-ORG,County
267,a8ff412b39cf,transformers,127,B-LOC,San
268,a8ff412b39cf,transformers,127,I-LOC,Francisco
269,a8ff412b39cf,transformers,128,B-ORG,Nan
270,a8ff412b39cf,transformers,128,I-ORG,LED
271,a8ff412b39cf,transformers,129,B-ORG,Ju
272,a8ff412b39cf,transformers,129,I-ORG,##ven
273,a8ff412b39cf,transformers,129,I-ORG,##ile
274,a8ff412b39cf,transformers,129,I-ORG,Justice
275,a8ff412b39cf,transformers,129,I-ORG,System
276,a8ff412b39cf,spacy,130,PERSON,Nance
277,a8ff412b39cf,spacy,130,ORG,Criminal Justice
278,a8ff412b39cf,spacy,130,GPE,San Francisco
279,a8ff412b39cf,spacy,130,GPE,San Francisco
280,a8ff412b39cf,spacy,130,PERSON,Gavin Newsom
281,a8ff412b39cf,transformers,130,B-PER,Nan
282,a8ff412b39cf,transformers,130,B-PER,##ce
283,a8ff412b39cf,transformers,130,B-ORG,Criminal
284,a8ff412b39cf,transformers,130,I-ORG,Justice
285,a8ff412b39cf,transformers,130,I-ORG,for
286,a8ff412b39cf,transformers,130,B-LOC,San
287,a8ff412b39cf,transformers,130,I-LOC,Francisco
288,a8ff412b39cf,transformers,130,B-LOC,San
289,a8ff412b39cf,transformers,130,I-LOC,Francisco
290,a8ff412b39cf,transformers,130,B-PER,Gavin
291,a8ff412b39cf,transformers,130,I-PER,News
292,a8ff412b39cf,transformers,130,I-PER,##om
293,a8ff412b39cf,spacy,132,GPE,King County
294,a8ff412b39cf,transformers,132,B-PER,Nan
295,a8ff412b39cf,transformers,132,B-ORG,King
296,a8ff412b39cf,transformers,132,I-LOC,County
297,a8ff412b39cf,spacy,135,ORG,Leah
298,a8ff412b39cf,transformers,135,B-PER,Leah
299,a8ff412b39cf,spacy,136,PERSON,Dwight Dively
300,a8ff412b39cf,transformers,136,B-PER,Dwight
301,a8ff412b39cf,transformers,136,I-PER,Di
302,a8ff412b39cf,transformers,136,I-PER,##vel
303,a8ff412b39cf,spacy,147,PERSON,Nancy
304,a8ff412b39cf,transformers,147,B-PER,Nancy
305,a8ff412b39cf,spacy,148,ORDINAL,third
306,a8ff412b39cf,spacy,149,PERSON,Perry
307,a8ff412b39cf,transformers,149,B-PER,Perry
308,a8ff412b39cf,spacy,151,ORG,Council Central
309,a8ff412b39cf,transformers,151,B-ORG,Council
310,a8ff412b39cf,transformers,151,I-ORG,Central
311,a8ff412b39cf,spacy,152,PERCENT,100%
312,a8ff412b39cf,transformers,164,B-PER,Di
313,a8ff412b39cf,transformers,164,B-PER,##vel
314,a8ff412b39cf,spacy,170,ORG,Dow
315,a8ff412b39cf,spacy,170,ORG,Constantine
316,a8ff412b39cf,transformers,170,B-PER,Dow
317,a8ff412b39cf,transformers,170,B-PER,Constantine
318,a8ff412b39cf,spacy,171,PERSON,Allen Nance
319,a8ff412b39cf,transformers,171,B-PER,Allen
320,a8ff412b39cf,transformers,171,I-PER,Nan
321,a8ff412b39cf,transformers,171,I-PER,##ce
322,a8ff412b39cf,spacy,172,PERSON,Allen
323,a8ff412b39cf,transformers,172,B-PER,Allen
324,a8ff412b39cf,spacy,173,CARDINAL,two
325,a8ff412b39cf,spacy,174,ORDINAL,First
326,a8ff412b39cf,spacy,175,PERSON,Alan
327,a8ff412b39cf,transformers,175,B-PER,Alan
328,a8ff412b39cf,spacy,176,PERSON,Allen
329,a8ff412b39cf,transformers,176,B-PER,Allen
330,a8ff412b39cf,spacy,178,ORDINAL,secondly
331,a8ff412b39cf,spacy,178,PERSON,Allen
332,a8ff412b39cf,transformers,178,B-PER,Allen
333,a8ff412b39cf,spacy,179,GPE,the City and County of San Francisco
334,a8ff412b39cf,transformers,179,B-ORG,City
335,a8ff412b39cf,transformers,179,I-ORG,and
336,a8ff412b39cf,transformers,179,I-ORG,County
337,a8ff412b39cf,transformers,179,I-ORG,of
338,a8ff412b39cf,transformers,179,B-LOC,San
339,a8ff412b39cf,transformers,179,I-LOC,Francisco
340,a8ff412b39cf,spacy,180,GPE,King County
341,a8ff412b39cf,spacy,180,PERSON,Ellen
342,a8ff412b39cf,spacy,180,ORG,Equitable
343,a8ff412b39cf,transformers,180,B-LOC,King
344,a8ff412b39cf,transformers,180,I-LOC,County
345,a8ff412b39cf,transformers,180,B-PER,Ellen
346,a8ff412b39cf,spacy,181,PERSON,Allen
347,a8ff412b39cf,spacy,181,DATE,today
348,a8ff412b39cf,transformers,181,B-PER,Allen
349,a8ff412b39cf,spacy,184,PERSON,Dively
350,a8ff412b39cf,spacy,184,PERSON,Dively
351,a8ff412b39cf,transformers,184,B-PER,Di
352,a8ff412b39cf,transformers,184,I-PER,##vel
353,a8ff412b39cf,transformers,184,I-PER,##y
354,a8ff412b39cf,transformers,184,B-PER,Di
355,a8ff412b39cf,transformers,184,I-PER,##vel
356,a8ff412b39cf,transformers,184,I-PER,##y
357,a8ff412b39cf,transformers,185,B-ORG,Nan
358,a8ff412b39cf,transformers,185,I-ORG,##ce
359,a8ff412b39cf,spacy,187,PERSON,Nance
360,a8ff412b39cf,spacy,187,DATE,today
361,a8ff412b39cf,transformers,187,B-PER,Nan
362,a8ff412b39cf,transformers,187,B-PER,##ce
363,a8ff412b39cf,transformers,189,B-ORG,Council
364,a8ff412b39cf,spacy,194,TIME,morning
365,a8ff412b39cf,spacy,195,ORDINAL,first
366,a8ff412b39cf,spacy,195,PERSON,Dively
367,a8ff412b39cf,transformers,195,B-PER,Di
368,a8ff412b39cf,transformers,195,B-PER,##vel
369,a8ff412b39cf,spacy,196,GPE,Chirico
370,a8ff412b39cf,spacy,196,PERSON,Allen Nance
371,a8ff412b39cf,transformers,196,B-PER,Allen
372,a8ff412b39cf,transformers,196,I-PER,Nan
373,a8ff412b39cf,transformers,196,I-PER,##ce
374,a8ff412b39cf,spacy,197,DATE,33 years
375,a8ff412b39cf,transformers,197,B-ORG,Public
376,a8ff412b39cf,transformers,197,I-ORG,Service
377,a8ff412b39cf,spacy,198,ORG,Stakeholder
378,a8ff412b39cf,spacy,198,GPE,Improvement
379,a8ff412b39cf,spacy,199,ORG,Justice
380,a8ff412b39cf,spacy,200,ORG,Constantine
381,a8ff412b39cf,transformers,200,B-PER,Constantine
382,a8ff412b39cf,spacy,201,ORG,Public Safety
383,a8ff412b39cf,transformers,201,B-ORG,Public
384,a8ff412b39cf,transformers,201,I-ORG,Safety
385,a8ff412b39cf,spacy,202,DATE,today
386,a8ff412b39cf,spacy,204,PERSON,Artie
387,a8ff412b39cf,transformers,204,B-PER,I
388,a8ff412b39cf,transformers,204,B-PER,Art
389,a8ff412b39cf,transformers,204,B-PER,##ie
390,a8ff412b39cf,spacy,208,ORG,Workforce
391,a8ff412b39cf,transformers,208,I-ORG,##force
392,a8ff412b39cf,spacy,211,ORG,Behavioral Health Medical Care
393,a8ff412b39cf,spacy,211,ORG,the Safety and Security
394,a8ff412b39cf,spacy,211,DATE,modern-day
395,a8ff412b39cf,transformers,211,B-ORG,Be
396,a8ff412b39cf,transformers,211,B-ORG,##vior
397,a8ff412b39cf,transformers,211,I-ORG,##al
398,a8ff412b39cf,transformers,211,I-ORG,Health
399,a8ff412b39cf,transformers,211,I-ORG,Medical
400,a8ff412b39cf,transformers,211,I-ORG,Care
401,a8ff412b39cf,transformers,211,I-ORG,and
402,a8ff412b39cf,transformers,211,I-ORG,Security
403,a8ff412b39cf,spacy,214,DATE,today
404,a8ff412b39cf,spacy,214,ORG,Community
405,a8ff412b39cf,spacy,214,ORG,Community Corrections
406,a8ff412b39cf,spacy,214,GPE,King County
407,a8ff412b39cf,transformers,214,B-ORG,Partners
408,a8ff412b39cf,transformers,214,I-ORG,D
409,a8ff412b39cf,transformers,214,B-ORG,AJ
410,a8ff412b39cf,transformers,214,I-ORG,D
411,a8ff412b39cf,transformers,214,B-ORG,Community
412,a8ff412b39cf,transformers,214,B-ORG,Community
413,a8ff412b39cf,transformers,214,I-ORG,Co
414,a8ff412b39cf,transformers,214,I-ORG,##rre
415,a8ff412b39cf,transformers,214,I-ORG,##ctions
416,a8ff412b39cf,transformers,214,B-LOC,King
417,a8ff412b39cf,transformers,214,I-LOC,County
418,a8ff412b39cf,spacy,215,TIME,this morning
419,a8ff412b39cf,spacy,217,PERSON,Perry
420,a8ff412b39cf,transformers,217,B-PER,Perry
421,a8ff412b39cf,spacy,220,ORDINAL,First
422,a8ff412b39cf,spacy,220,DATE,earlier today
423,a8ff412b39cf,spacy,222,DATE,the last two and a half years
424,a8ff412b39cf,spacy,222,DATE,covid-19
425,a8ff412b39cf,spacy,224,EVENT,Juvenile
426,a8ff412b39cf,spacy,224,DATE,covid-19
427,a8ff412b39cf,spacy,226,PERSON,Smith
428,a8ff412b39cf,transformers,226,B-PER,Smith
429,a8ff412b39cf,spacy,228,ORG,Workforce
430,a8ff412b39cf,spacy,228,ORG,the Juvenile Justice System
431,a8ff412b39cf,transformers,228,B-ORG,Work
432,a8ff412b39cf,transformers,228,I-ORG,##force
433,a8ff412b39cf,transformers,228,B-MISC,Ju
434,a8ff412b39cf,transformers,228,I-ORG,##ven
435,a8ff412b39cf,transformers,228,I-ORG,##ile
436,a8ff412b39cf,transformers,228,I-ORG,Justice
437,a8ff412b39cf,transformers,228,I-MISC,System
438,a8ff412b39cf,spacy,231,DATE,every single day
439,a8ff412b39cf,spacy,231,ORG,Medical Care
440,a8ff412b39cf,spacy,232,DATE,the very day
441,a8ff412b39cf,spacy,233,CARDINAL,85
442,a8ff412b39cf,spacy,234,ORG,Justice
443,a8ff412b39cf,transformers,234,B-ORG,Justice
444,a8ff412b39cf,spacy,238,ORG,the Dynamics of gang involvement
445,a8ff412b39cf,transformers,243,B-MISC,Solutions
446,a8ff412b39cf,spacy,244,CARDINAL,one
447,a8ff412b39cf,spacy,244,DATE,today
448,a8ff412b39cf,spacy,248,PERSON,Perry
449,a8ff412b39cf,transformers,248,B-PER,Perry
450,a8ff412b39cf,spacy,251,PERSON,Jack
451,a8ff412b39cf,transformers,251,B-PER,Jack
452,a8ff412b39cf,spacy,255,PERSON,JC
453,a8ff412b39cf,transformers,255,B-ORG,J
454,a8ff412b39cf,transformers,255,I-ORG,##C
455,a8ff412b39cf,spacy,258,DATE,August 31st
456,a8ff412b39cf,spacy,258,GPE,Seattle
457,a8ff412b39cf,spacy,258,ORG,Kent
458,a8ff412b39cf,transformers,258,B-LOC,Seattle
459,a8ff412b39cf,transformers,258,B-LOC,Kent
460,a8ff412b39cf,spacy,259,ORG,Council
461,a8ff412b39cf,spacy,259,ORG,the Juvenile Justice Center
462,a8ff412b39cf,transformers,259,B-LOC,Council
463,a8ff412b39cf,transformers,259,B-ORG,Ju
464,a8ff412b39cf,transformers,259,I-ORG,##ven
465,a8ff412b39cf,transformers,259,I-ORG,##ile
466,a8ff412b39cf,transformers,259,I-ORG,Justice
467,a8ff412b39cf,transformers,259,I-ORG,Center
468,a8ff412b39cf,spacy,262,DATE,January
469,a8ff412b39cf,spacy,262,ORG,the Juvenile Justice Center
470,a8ff412b39cf,transformers,262,B-ORG,Ju
471,a8ff412b39cf,transformers,262,I-ORG,##ven
472,a8ff412b39cf,transformers,262,I-LOC,##ile
473,a8ff412b39cf,transformers,262,I-LOC,Justice
474,a8ff412b39cf,transformers,262,I-LOC,Center
475,a8ff412b39cf,transformers,269,B-LOC,Space
476,a8ff412b39cf,spacy,273,ORG,Family Justice Center
477,a8ff412b39cf,transformers,273,B-ORG,Family
478,a8ff412b39cf,transformers,273,I-ORG,Justice
479,a8ff412b39cf,transformers,273,I-ORG,Center
480,a8ff412b39cf,transformers,286,B-PER,Nan
481,a8ff412b39cf,spacy,289,ORG,the Juvenile Detention Facility
482,a8ff412b39cf,transformers,289,B-LOC,Ju
483,a8ff412b39cf,transformers,289,I-ORG,##ven
484,a8ff412b39cf,transformers,289,I-LOC,##ile
485,a8ff412b39cf,transformers,289,I-LOC,Det
486,a8ff412b39cf,transformers,289,I-LOC,##ent
487,a8ff412b39cf,transformers,289,I-LOC,##ion
488,a8ff412b39cf,transformers,289,I-LOC,Facility
489,a8ff412b39cf,spacy,290,ORG,Staffing
490,a8ff412b39cf,spacy,291,ORG,the Boiling Pot
491,a8ff412b39cf,spacy,291,ORG,warmer warmer
492,a8ff412b39cf,transformers,291,B-ORG,Bo
493,a8ff412b39cf,transformers,291,I-LOC,##iling
494,a8ff412b39cf,transformers,291,I-MISC,Po
495,a8ff412b39cf,transformers,291,I-MISC,##t
496,a8ff412b39cf,spacy,292,DATE,week
497,a8ff412b39cf,spacy,293,DATE,August 31st
498,a8ff412b39cf,spacy,294,ORG,Division
499,a8ff412b39cf,transformers,294,B-ORG,Division
500,a8ff412b39cf,spacy,296,TIME,a few hour
501,a8ff412b39cf,spacy,297,CARDINAL,five
502,a8ff412b39cf,spacy,297,DATE,at least this year
503,a8ff412b39cf,spacy,298,ORG,the Seattle Times
504,a8ff412b39cf,transformers,298,B-ORG,Seattle
505,a8ff412b39cf,transformers,298,I-ORG,Times
506,a8ff412b39cf,spacy,299,DATE,years
507,a8ff412b39cf,spacy,299,DATE,years
508,a8ff412b39cf,spacy,299,PERSON,designee man's
